syndra_id,id_type,id_value,source,license
SYN0017380,TTD,D02GIU,ttd,custom_academic
SYN0031088,TTD,D02GJE,ttd,custom_academic
SYN0031089,TTD,D02GJG,ttd,custom_academic
SYN0031090,TTD,D02GJI,ttd,custom_academic
SYN0031091,TTD,D02GJZ,ttd,custom_academic
SYN0026999,TTD,D02GLD,ttd,custom_academic
SYN0031092,TTD,D02GLM,ttd,custom_academic
SYN0031093,TTD,D02GLY,ttd,custom_academic
SYN0031094,TTD,D02GMT,ttd,custom_academic
SYN0031095,TTD,D02GMU,ttd,custom_academic
SYN0031096,TTD,D02GNH,ttd,custom_academic
SYN0031097,TTD,D02GNL,ttd,custom_academic
SYN0031098,TTD,D02GNN,ttd,custom_academic
SYN0031099,TTD,D02GNX,ttd,custom_academic
SYN0031100,TTD,D02GOE,ttd,custom_academic
SYN0025843,TTD,D02GOH,ttd,custom_academic
SYN0031101,TTD,D02GPJ,ttd,custom_academic
SYN0031102,TTD,D02GRY,ttd,custom_academic
SYN0031103,TTD,D02GSL,ttd,custom_academic
SYN0031104,TTD,D02GSX,ttd,custom_academic
SYN0031105,TTD,D02GTN,ttd,custom_academic
SYN0031106,TTD,D02GTT,ttd,custom_academic
SYN0031107,TTD,D02GTU,ttd,custom_academic
SYN0027037,TTD,D02GTY,ttd,custom_academic
SYN0031108,TTD,D02GTZ,ttd,custom_academic
SYN0000847,TTD,D02GUG,ttd,custom_academic
SYN0031109,TTD,D02GVH,ttd,custom_academic
SYN0031110,TTD,D02GWF,ttd,custom_academic
SYN0031111,TTD,D02GZX,ttd,custom_academic
SYN0031112,TTD,D02HAL,ttd,custom_academic
SYN0031113,TTD,D02HBB,ttd,custom_academic
SYN0031114,TTD,D02HBI,ttd,custom_academic
SYN0031115,TTD,D02HBW,ttd,custom_academic
SYN0031116,TTD,D02HCQ,ttd,custom_academic
SYN0031117,TTD,D02HCU,ttd,custom_academic
SYN0031118,TTD,D02HDG,ttd,custom_academic
SYN0031119,TTD,D02HDI,ttd,custom_academic
SYN0027478,TTD,D02HED,ttd,custom_academic
SYN0031120,TTD,D02HEK,ttd,custom_academic
SYN0031121,TTD,D02HFD,ttd,custom_academic
SYN0031122,TTD,D02HFN,ttd,custom_academic
SYN0031123,TTD,D02HHW,ttd,custom_academic
SYN0031124,TTD,D02HKC,ttd,custom_academic
SYN0031125,TTD,D02HKL,ttd,custom_academic
SYN0031126,TTD,D02HLL,ttd,custom_academic
SYN0031127,TTD,D02HMN,ttd,custom_academic
SYN0031128,TTD,D02HMZ,ttd,custom_academic
SYN0031129,TTD,D02HNE,ttd,custom_academic
SYN0031130,TTD,D02HNF,ttd,custom_academic
SYN0017697,TTD,D02HNG,ttd,custom_academic
SYN0031131,TTD,D02HNM,ttd,custom_academic
SYN0031132,TTD,D02HNQ,ttd,custom_academic
SYN0031133,TTD,D02HOG,ttd,custom_academic
SYN0031134,TTD,D02HOL,ttd,custom_academic
SYN0031135,TTD,D02HOP,ttd,custom_academic
SYN0031136,TTD,D02HPF,ttd,custom_academic
SYN0031137,TTD,D02HPI,ttd,custom_academic
SYN0031138,TTD,D02HQK,ttd,custom_academic
SYN0031139,TTD,D02HQR,ttd,custom_academic
SYN0031140,TTD,D02HQS,ttd,custom_academic
SYN0031141,TTD,D02HRD,ttd,custom_academic
SYN0016853,TTD,D02HSB,ttd,custom_academic
SYN0031142,TTD,D02HSP,ttd,custom_academic
SYN0031143,TTD,D02HSZ,ttd,custom_academic
SYN0031144,TTD,D02HTD,ttd,custom_academic
SYN0031145,TTD,D02HTG,ttd,custom_academic
SYN0031146,TTD,D02HUB,ttd,custom_academic
SYN0031147,TTD,D02HUU,ttd,custom_academic
SYN0031148,TTD,D02HUW,ttd,custom_academic
SYN0031149,TTD,D02HVH,ttd,custom_academic
SYN0031150,TTD,D02HVL,ttd,custom_academic
SYN0031151,TTD,D02HVT,ttd,custom_academic
SYN0027896,TTD,D02HVW,ttd,custom_academic
SYN0031152,TTD,D02HWL,ttd,custom_academic
SYN0016933,TTD,D02HWP,ttd,custom_academic
SYN0031153,TTD,D02HWR,ttd,custom_academic
SYN0031154,TTD,D02HXC,ttd,custom_academic
SYN0016838,TTD,D02HXS,ttd,custom_academic
SYN0031155,TTD,D02HYG,ttd,custom_academic
SYN0031156,TTD,D02HYK,ttd,custom_academic
SYN0031157,TTD,D02HYT,ttd,custom_academic
SYN0031158,TTD,D02HZG,ttd,custom_academic
SYN0031159,TTD,D02HZJ,ttd,custom_academic
SYN0031160,TTD,D02IAR,ttd,custom_academic
SYN0028109,TTD,D02IBM,ttd,custom_academic
SYN0031161,TTD,D02IBS,ttd,custom_academic
SYN0031162,TTD,D02IBU,ttd,custom_academic
SYN0031163,TTD,D02IBX,ttd,custom_academic
SYN0031164,TTD,D02ICI,ttd,custom_academic
SYN0031165,TTD,D02ICX,ttd,custom_academic
SYN0031166,TTD,D02IDM,ttd,custom_academic
SYN0031167,TTD,D02IDN,ttd,custom_academic
SYN0031168,TTD,D02IEO,ttd,custom_academic
SYN0026806,TTD,D02IHW,ttd,custom_academic
SYN0031169,TTD,D02IIE,ttd,custom_academic
SYN0031170,TTD,D02IIN,ttd,custom_academic
SYN0017192,TTD,D02IIW,ttd,custom_academic
SYN0031171,TTD,D02IJA,ttd,custom_academic
SYN0031172,TTD,D02IJB,ttd,custom_academic
SYN0031173,TTD,D02IJM,ttd,custom_academic
SYN0031174,TTD,D02IJP,ttd,custom_academic
SYN0031175,TTD,D02IJW,ttd,custom_academic
SYN0031176,TTD,D02IKD,ttd,custom_academic
SYN0031177,TTD,D02IKF,ttd,custom_academic
SYN0031178,TTD,D02ILI,ttd,custom_academic
SYN0031179,TTD,D02IMZ,ttd,custom_academic
SYN0031180,TTD,D02IND,ttd,custom_academic
SYN0031181,TTD,D02INF,ttd,custom_academic
SYN0031182,TTD,D02INJ,ttd,custom_academic
SYN0031183,TTD,D02INX,ttd,custom_academic
SYN0031184,TTD,D02INZ,ttd,custom_academic
SYN0031185,TTD,D02IOC,ttd,custom_academic
SYN0031186,TTD,D02IOH,ttd,custom_academic
SYN0031187,TTD,D02IPI,ttd,custom_academic
SYN0031188,TTD,D02IPX,ttd,custom_academic
SYN0031189,TTD,D02IQG,ttd,custom_academic
SYN0031190,TTD,D02IQH,ttd,custom_academic
SYN0031191,TTD,D02IQP,ttd,custom_academic
SYN0000245,TTD,D02IQY,ttd,custom_academic
SYN0031192,TTD,D02IRC,ttd,custom_academic
SYN0031193,TTD,D02IRO,ttd,custom_academic
SYN0031194,TTD,D02ITL,ttd,custom_academic
SYN0031195,TTD,D02ITS,ttd,custom_academic
SYN0031196,TTD,D02IUD,ttd,custom_academic
SYN0031197,TTD,D02IUO,ttd,custom_academic
SYN0031198,TTD,D02IUX,ttd,custom_academic
SYN0031199,TTD,D02IVJ,ttd,custom_academic
SYN0031200,TTD,D02IVR,ttd,custom_academic
SYN0031201,TTD,D02IVU,ttd,custom_academic
SYN0031202,TTD,D02IWC,ttd,custom_academic
SYN0031203,TTD,D02IXA,ttd,custom_academic
SYN0031204,TTD,D02IXC,ttd,custom_academic
SYN0031205,TTD,D02IYC,ttd,custom_academic
SYN0031206,TTD,D02IYE,ttd,custom_academic
SYN0031207,TTD,D02IYN,ttd,custom_academic
SYN0031208,TTD,D02IZN,ttd,custom_academic
SYN0031209,TTD,D02JAY,ttd,custom_academic
SYN0031210,TTD,D02JCM,ttd,custom_academic
SYN0031211,TTD,D02JDL,ttd,custom_academic
SYN0031212,TTD,D02JDN,ttd,custom_academic
SYN0031213,TTD,D02JDR,ttd,custom_academic
SYN0031214,TTD,D02JER,ttd,custom_academic
SYN0031215,TTD,D02JEW,ttd,custom_academic
SYN0026826,TTD,D02JEZ,ttd,custom_academic
SYN0031216,TTD,D02JFD,ttd,custom_academic
SYN0031217,TTD,D02JGZ,ttd,custom_academic
SYN0031218,TTD,D02JHW,ttd,custom_academic
SYN0031219,TTD,D02JIF,ttd,custom_academic
SYN0031220,TTD,D02JIL,ttd,custom_academic
SYN0031221,TTD,D02JIN,ttd,custom_academic
SYN0017385,TTD,D02JIS,ttd,custom_academic
SYN0026295,TTD,D02JJX,ttd,custom_academic
SYN0031222,TTD,D02JMI,ttd,custom_academic
SYN0031223,TTD,D02JMR,ttd,custom_academic
SYN0026140,TTD,D02JMU,ttd,custom_academic
SYN0031224,TTD,D02JMZ,ttd,custom_academic
SYN0031225,TTD,D02JND,ttd,custom_academic
SYN0017959,TTD,D02JNM,ttd,custom_academic
SYN0031226,TTD,D02JNX,ttd,custom_academic
SYN0031227,TTD,D02JNY,ttd,custom_academic
SYN0000945,TTD,D02JOH,ttd,custom_academic
SYN0031228,TTD,D02JOI,ttd,custom_academic
SYN0031229,TTD,D02JOK,ttd,custom_academic
SYN0031230,TTD,D02JOZ,ttd,custom_academic
SYN0031231,TTD,D02JPD,ttd,custom_academic
SYN0031232,TTD,D02JPV,ttd,custom_academic
SYN0031233,TTD,D02JQP,ttd,custom_academic
SYN0031234,TTD,D02JRB,ttd,custom_academic
SYN0031235,TTD,D02JRD,ttd,custom_academic
SYN0031236,TTD,D02JRK,ttd,custom_academic
SYN0031237,TTD,D02JRT,ttd,custom_academic
SYN0031238,TTD,D02JUJ,ttd,custom_academic
SYN0028334,TTD,D02JUM,ttd,custom_academic
SYN0031239,TTD,D02JUP,ttd,custom_academic
SYN0000837,TTD,D02JUT,ttd,custom_academic
SYN0017300,TTD,D02JUW,ttd,custom_academic
SYN0031240,TTD,D02JVA,ttd,custom_academic
SYN0031241,TTD,D02JVG,ttd,custom_academic
SYN0031242,TTD,D02JVI,ttd,custom_academic
SYN0031243,TTD,D02JVX,ttd,custom_academic
SYN0031244,TTD,D02JWA,ttd,custom_academic
SYN0031245,TTD,D02JWD,ttd,custom_academic
SYN0031246,TTD,D02JWN,ttd,custom_academic
SYN0031247,TTD,D02JWY,ttd,custom_academic
SYN0031248,TTD,D02JXG,ttd,custom_academic
SYN0031249,TTD,D02JXK,ttd,custom_academic
SYN0031250,TTD,D02JXQ,ttd,custom_academic
SYN0031251,TTD,D02JYY,ttd,custom_academic
SYN0031252,TTD,D02JZJ,ttd,custom_academic
SYN0031253,TTD,D02KAF,ttd,custom_academic
SYN0031254,TTD,D02KAU,ttd,custom_academic
SYN0031255,TTD,D02KBD,ttd,custom_academic
SYN0031256,TTD,D02KBE,ttd,custom_academic
SYN0031257,TTD,D02KBO,ttd,custom_academic
SYN0031258,TTD,D02KCV,ttd,custom_academic
SYN0031259,TTD,D02KDA,ttd,custom_academic
SYN0031260,TTD,D02KDH,ttd,custom_academic
SYN0031261,TTD,D02KFP,ttd,custom_academic
SYN0026123,TTD,D02KGR,ttd,custom_academic
SYN0031262,TTD,D02KGZ,ttd,custom_academic
SYN0031263,TTD,D02KHF,ttd,custom_academic
SYN0031264,TTD,D02KIE,ttd,custom_academic
SYN0031265,TTD,D02KII,ttd,custom_academic
SYN0031266,TTD,D02KIM,ttd,custom_academic
SYN0031267,TTD,D02KIS,ttd,custom_academic
SYN0031268,TTD,D02KIU,ttd,custom_academic
SYN0031269,TTD,D02KJI,ttd,custom_academic
SYN0031270,TTD,D02KJX,ttd,custom_academic
SYN0025973,TTD,D02KKA,ttd,custom_academic
SYN0031271,TTD,D02KKL,ttd,custom_academic
SYN0031272,TTD,D02KKQ,ttd,custom_academic
SYN0031273,TTD,D02KKU,ttd,custom_academic
SYN0031274,TTD,D02KLD,ttd,custom_academic
SYN0031275,TTD,D02KLE,ttd,custom_academic
SYN0031276,TTD,D02KLU,ttd,custom_academic
SYN0000251,TTD,D02KLW,ttd,custom_academic
SYN0031277,TTD,D02KMG,ttd,custom_academic
SYN0026374,TTD,D02KMO,ttd,custom_academic
SYN0031278,TTD,D02KNP,ttd,custom_academic
SYN0017579,TTD,D02KOF,ttd,custom_academic
SYN0031279,TTD,D02KOY,ttd,custom_academic
SYN0031280,TTD,D02KPV,ttd,custom_academic
SYN0031281,TTD,D02KQE,ttd,custom_academic
SYN0031282,TTD,D02KRI,ttd,custom_academic
SYN0000864,TTD,D02KRS,ttd,custom_academic
SYN0031283,TTD,D02KSN,ttd,custom_academic
SYN0031284,TTD,D02KTA,ttd,custom_academic
SYN0031285,TTD,D02KUO,ttd,custom_academic
SYN0031286,TTD,D02KVB,ttd,custom_academic
SYN0017549,TTD,D02KVR,ttd,custom_academic
SYN0031287,TTD,D02KVT,ttd,custom_academic
SYN0031288,TTD,D02KWX,ttd,custom_academic
SYN0031289,TTD,D02KXE,ttd,custom_academic
SYN0031290,TTD,D02KXU,ttd,custom_academic
SYN0031291,TTD,D02KXW,ttd,custom_academic
SYN0031292,TTD,D02KXX,ttd,custom_academic
SYN0031293,TTD,D02KYP,ttd,custom_academic
SYN0031294,TTD,D02KZD,ttd,custom_academic
SYN0031295,TTD,D02KZI,ttd,custom_academic
SYN0031296,TTD,D02LBK,ttd,custom_academic
SYN0031297,TTD,D02LCH,ttd,custom_academic
SYN0031298,TTD,D02LCI,ttd,custom_academic
SYN0025564,TTD,D02LCL,ttd,custom_academic
SYN0027495,TTD,D02LCR,ttd,custom_academic
SYN0031299,TTD,D02LCT,ttd,custom_academic
SYN0031300,TTD,D02LDN,ttd,custom_academic
SYN0031301,TTD,D02LDY,ttd,custom_academic
SYN0031302,TTD,D02LFU,ttd,custom_academic
SYN0031303,TTD,D02LHQ,ttd,custom_academic
SYN0027833,TTD,D02LHR,ttd,custom_academic
SYN0031304,TTD,D02LIR,ttd,custom_academic
SYN0031305,TTD,D02LJQ,ttd,custom_academic
SYN0017673,TTD,D02LJR,ttd,custom_academic
SYN0000020,TTD,D02LJW,ttd,custom_academic
SYN0031306,TTD,D02LMR,ttd,custom_academic
SYN0000861,TTD,D02LPF,ttd,custom_academic
SYN0031307,TTD,D02LPY,ttd,custom_academic
SYN0031308,TTD,D02LQG,ttd,custom_academic
SYN0031309,TTD,D02LRQ,ttd,custom_academic
SYN0031310,TTD,D02LSR,ttd,custom_academic
SYN0031311,TTD,D02LTL,ttd,custom_academic
SYN0031312,TTD,D02LTS,ttd,custom_academic
SYN0031313,TTD,D02LTV,ttd,custom_academic
SYN0031314,TTD,D02LUF,ttd,custom_academic
SYN0031315,TTD,D02LVZ,ttd,custom_academic
SYN0031316,TTD,D02LWB,ttd,custom_academic
SYN0031317,TTD,D02LWF,ttd,custom_academic
SYN0031318,TTD,D02LWJ,ttd,custom_academic
SYN0028209,TTD,D02LWU,ttd,custom_academic
SYN0031319,TTD,D02LWX,ttd,custom_academic
SYN0031320,TTD,D02LXI,ttd,custom_academic
SYN0031321,TTD,D02LXJ,ttd,custom_academic
SYN0031322,TTD,D02LZB,ttd,custom_academic
SYN0031323,TTD,D02LZL,ttd,custom_academic
SYN0031324,TTD,D02MAK,ttd,custom_academic
SYN0031325,TTD,D02MBM,ttd,custom_academic
SYN0031326,TTD,D02MBO,ttd,custom_academic
SYN0031327,TTD,D02MBW,ttd,custom_academic
SYN0031328,TTD,D02MDC,ttd,custom_academic
SYN0031329,TTD,D02MEX,ttd,custom_academic
SYN0031330,TTD,D02MFC,ttd,custom_academic
SYN0031331,TTD,D02MFQ,ttd,custom_academic
SYN0031332,TTD,D02MFX,ttd,custom_academic
SYN0031333,TTD,D02MGJ,ttd,custom_academic
SYN0031334,TTD,D02MHD,ttd,custom_academic
SYN0031335,TTD,D02MHE,ttd,custom_academic
SYN0031336,TTD,D02MIH,ttd,custom_academic
SYN0031337,TTD,D02MIN,ttd,custom_academic
SYN0031338,TTD,D02MJE,ttd,custom_academic
SYN0031339,TTD,D02MJN,ttd,custom_academic
SYN0031340,TTD,D02MKW,ttd,custom_academic
SYN0031341,TTD,D02MLI,ttd,custom_academic
SYN0031342,TTD,D02MLO,ttd,custom_academic
SYN0027016,TTD,D02MLW,ttd,custom_academic
SYN0031343,TTD,D02MME,ttd,custom_academic
SYN0031344,TTD,D02MMF,ttd,custom_academic
SYN0031345,TTD,D02MMG,ttd,custom_academic
SYN0031346,TTD,D02MMS,ttd,custom_academic
SYN0031347,TTD,D02MNM,ttd,custom_academic
SYN0031348,TTD,D02MNY,ttd,custom_academic
SYN0031349,TTD,D02MOV,ttd,custom_academic
SYN0031350,TTD,D02MPG,ttd,custom_academic
SYN0031351,TTD,D02MPP,ttd,custom_academic
SYN0031352,TTD,D02MPZ,ttd,custom_academic
SYN0031353,TTD,D02MQM,ttd,custom_academic
SYN0031354,TTD,D02MQT,ttd,custom_academic
SYN0031355,TTD,D02MRN,ttd,custom_academic
SYN0031356,TTD,D02MSG,ttd,custom_academic
SYN0031357,TTD,D02MUO,ttd,custom_academic
SYN0031358,TTD,D02MVA,ttd,custom_academic
SYN0031359,TTD,D02MVG,ttd,custom_academic
SYN0031360,TTD,D02MVR,ttd,custom_academic
SYN0027909,TTD,D02MXT,ttd,custom_academic
SYN0017366,TTD,D02MYV,ttd,custom_academic
SYN0031361,TTD,D02MZN,ttd,custom_academic
SYN0031362,TTD,D02MZY,ttd,custom_academic
SYN0031363,TTD,D02MZZ,ttd,custom_academic
SYN0031364,TTD,D02NAF,ttd,custom_academic
SYN0031365,TTD,D02NAG,ttd,custom_academic
SYN0031366,TTD,D02NAW,ttd,custom_academic
SYN0031367,TTD,D02NBB,ttd,custom_academic
SYN0031368,TTD,D02NBY,ttd,custom_academic
SYN0028437,TTD,D02NCO,ttd,custom_academic
SYN0031369,TTD,D02NCW,ttd,custom_academic
SYN0031370,TTD,D02NCY,ttd,custom_academic
SYN0031371,TTD,D02NDV,ttd,custom_academic
SYN0031372,TTD,D02NED,ttd,custom_academic
SYN0017367,TTD,D02NEH,ttd,custom_academic
SYN0031373,TTD,D02NEZ,ttd,custom_academic
SYN0031374,TTD,D02NFA,ttd,custom_academic
SYN0031375,TTD,D02NGR,ttd,custom_academic
SYN0017310,TTD,D02NGU,ttd,custom_academic
SYN0031376,TTD,D02NHD,ttd,custom_academic
SYN0031377,TTD,D02NHS,ttd,custom_academic
SYN0031378,TTD,D02NHW,ttd,custom_academic
SYN0031379,TTD,D02NHZ,ttd,custom_academic
SYN0031380,TTD,D02NIP,ttd,custom_academic
SYN0027953,TTD,D02NJA,ttd,custom_academic
SYN0031381,TTD,D02NJK,ttd,custom_academic
SYN0031382,TTD,D02NJV,ttd,custom_academic
SYN0031383,TTD,D02NKD,ttd,custom_academic
SYN0031384,TTD,D02NKV,ttd,custom_academic
SYN0031385,TTD,D02NLI,ttd,custom_academic
SYN0031386,TTD,D02NMG,ttd,custom_academic
SYN0031387,TTD,D02NMJ,ttd,custom_academic
SYN0031388,TTD,D02NMK,ttd,custom_academic
SYN0031389,TTD,D02NMN,ttd,custom_academic
SYN0031390,TTD,D02NMO,ttd,custom_academic
SYN0031391,TTD,D02NMY,ttd,custom_academic
SYN0031392,TTD,D02NNN,ttd,custom_academic
SYN0031393,TTD,D02NNS,ttd,custom_academic
SYN0031394,TTD,D02NNT,ttd,custom_academic
SYN0031395,TTD,D02NNU,ttd,custom_academic
SYN0026255,TTD,D02NNV,ttd,custom_academic
SYN0031396,TTD,D02NNZ,ttd,custom_academic
SYN0031397,TTD,D02NOC,ttd,custom_academic
SYN0031398,TTD,D02NPB,ttd,custom_academic
SYN0031399,TTD,D02NQB,ttd,custom_academic
SYN0031400,TTD,D02NQK,ttd,custom_academic
SYN0031401,TTD,D02NRD,ttd,custom_academic
SYN0031402,TTD,D02NRI,ttd,custom_academic
SYN0031403,TTD,D02NRP,ttd,custom_academic
SYN0031404,TTD,D02NRY,ttd,custom_academic
SYN0031405,TTD,D02NSF,ttd,custom_academic
SYN0031406,TTD,D02NSY,ttd,custom_academic
SYN0018624,TTD,D02NTO,ttd,custom_academic
SYN0031407,TTD,D02NTS,ttd,custom_academic
SYN0031408,TTD,D02NUR,ttd,custom_academic
SYN0031409,TTD,D02NUS,ttd,custom_academic
SYN0026318,TTD,D02NUT,ttd,custom_academic
SYN0031410,TTD,D02NVF,ttd,custom_academic
SYN0031411,TTD,D02NVY,ttd,custom_academic
SYN0031412,TTD,D02NWF,ttd,custom_academic
SYN0031413,TTD,D02NWL,ttd,custom_academic
SYN0031414,TTD,D02NWS,ttd,custom_academic
SYN0031415,TTD,D02NXQ,ttd,custom_academic
SYN0025987,TTD,D02NYK,ttd,custom_academic
SYN0031416,TTD,D02NYT,ttd,custom_academic
SYN0031417,TTD,D02NZE,ttd,custom_academic
SYN0031418,TTD,D02NZF,ttd,custom_academic
SYN0031419,TTD,D02NZG,ttd,custom_academic
SYN0031420,TTD,D02NZI,ttd,custom_academic
SYN0031421,TTD,D02OAB,ttd,custom_academic
SYN0031422,TTD,D02OAI,ttd,custom_academic
SYN0031423,TTD,D02OAJ,ttd,custom_academic
SYN0031424,TTD,D02OAS,ttd,custom_academic
SYN0017343,TTD,D02OAV,ttd,custom_academic
SYN0031425,TTD,D02OBA,ttd,custom_academic
SYN0031426,TTD,D02OBU,ttd,custom_academic
SYN0031427,TTD,D02OBW,ttd,custom_academic
SYN0031428,TTD,D02ODA,ttd,custom_academic
SYN0031429,TTD,D02ODJ,ttd,custom_academic
SYN0031430,TTD,D02OEI,ttd,custom_academic
SYN0031431,TTD,D02OET,ttd,custom_academic
SYN0031432,TTD,D02OGA,ttd,custom_academic
SYN0031433,TTD,D02OGQ,ttd,custom_academic
SYN0031434,TTD,D02OHR,ttd,custom_academic
SYN0031435,TTD,D02OHW,ttd,custom_academic
SYN0031436,TTD,D02OIP,ttd,custom_academic
SYN0027191,TTD,D02OJC,ttd,custom_academic
SYN0031437,TTD,D02OJN,ttd,custom_academic
SYN0031438,TTD,D02OJQ,ttd,custom_academic
SYN0031439,TTD,D02OKF,ttd,custom_academic
SYN0031440,TTD,D02OKK,ttd,custom_academic
SYN0031441,TTD,D02OLJ,ttd,custom_academic
SYN0031442,TTD,D02OMP,ttd,custom_academic
SYN0031443,TTD,D02ONK,ttd,custom_academic
SYN0031444,TTD,D02ONP,ttd,custom_academic
SYN0027936,TTD,D02ONT,ttd,custom_academic
SYN0031445,TTD,D02ONZ,ttd,custom_academic
SYN0031446,TTD,D02OPG,ttd,custom_academic
SYN0031447,TTD,D02OPH,ttd,custom_academic
SYN0031448,TTD,D02ORJ,ttd,custom_academic
SYN0031449,TTD,D02ORS,ttd,custom_academic
SYN0031450,TTD,D02OTH,ttd,custom_academic
SYN0031451,TTD,D02OVN,ttd,custom_academic
SYN0031452,TTD,D02OYL,ttd,custom_academic
SYN0031453,TTD,D02OZB,ttd,custom_academic
SYN0026102,TTD,D02OZE,ttd,custom_academic
SYN0025604,TTD,D02OZK,ttd,custom_academic
SYN0026670,TTD,D02OZY,ttd,custom_academic
SYN0028418,TTD,D02PAH,ttd,custom_academic
SYN0031454,TTD,D02PAU,ttd,custom_academic
SYN0031455,TTD,D02PBS,ttd,custom_academic
SYN0018451,TTD,D02PCR,ttd,custom_academic
SYN0031456,TTD,D02PDP,ttd,custom_academic
SYN0031457,TTD,D02PFE,ttd,custom_academic
SYN0031458,TTD,D02PFJ,ttd,custom_academic
SYN0031459,TTD,D02PGP,ttd,custom_academic
SYN0000974,TTD,D02PHE,ttd,custom_academic
SYN0031460,TTD,D02PIG,ttd,custom_academic
SYN0031461,TTD,D02PIH,ttd,custom_academic
SYN0031462,TTD,D02PIN,ttd,custom_academic
SYN0031463,TTD,D02PJA,ttd,custom_academic
SYN0031464,TTD,D02PJI,ttd,custom_academic
SYN0031465,TTD,D02PKO,ttd,custom_academic
SYN0031466,TTD,D02PKR,ttd,custom_academic
SYN0031467,TTD,D02PKV,ttd,custom_academic
SYN0031468,TTD,D02PLD,ttd,custom_academic
SYN0031469,TTD,D02PLG,ttd,custom_academic
SYN0026752,TTD,D02PMO,ttd,custom_academic
SYN0031470,TTD,D02PMT,ttd,custom_academic
SYN0031471,TTD,D02PNP,ttd,custom_academic
SYN0031472,TTD,D02POA,ttd,custom_academic
SYN0031473,TTD,D02POH,ttd,custom_academic
SYN0031474,TTD,D02POV,ttd,custom_academic
SYN0028382,TTD,D02PPN,ttd,custom_academic
SYN0031475,TTD,D02PPQ,ttd,custom_academic
SYN0031476,TTD,D02PQB,ttd,custom_academic
SYN0031477,TTD,D02PSL,ttd,custom_academic
SYN0031478,TTD,D02PSR,ttd,custom_academic
SYN0031479,TTD,D02PTD,ttd,custom_academic
SYN0031480,TTD,D02PUV,ttd,custom_academic
SYN0025710,TTD,D02PVB,ttd,custom_academic
SYN0031481,TTD,D02PVD,ttd,custom_academic
SYN0027325,TTD,D02PWM,ttd,custom_academic
SYN0031482,TTD,D02PWZ,ttd,custom_academic
SYN0031483,TTD,D02PXN,ttd,custom_academic
SYN0031484,TTD,D02PYB,ttd,custom_academic
SYN0031485,TTD,D02PYN,ttd,custom_academic
SYN0031486,TTD,D02PZJ,ttd,custom_academic
SYN0031487,TTD,D02PZZ,ttd,custom_academic
SYN0031488,TTD,D02QAO,ttd,custom_academic
SYN0017905,TTD,D02QAZ,ttd,custom_academic
SYN0031489,TTD,D02QBH,ttd,custom_academic
SYN0031490,TTD,D02QBJ,ttd,custom_academic
SYN0031491,TTD,D02QBT,ttd,custom_academic
SYN0031492,TTD,D02QBV,ttd,custom_academic
SYN0031493,TTD,D02QCC,ttd,custom_academic
SYN0031494,TTD,D02QCD,ttd,custom_academic
SYN0031495,TTD,D02QDQ,ttd,custom_academic
SYN0031496,TTD,D02QDW,ttd,custom_academic
SYN0031497,TTD,D02QEP,ttd,custom_academic
SYN0031498,TTD,D02QFM,ttd,custom_academic
SYN0031499,TTD,D02QFW,ttd,custom_academic
SYN0031500,TTD,D02QGI,ttd,custom_academic
SYN0031501,TTD,D02QGM,ttd,custom_academic
SYN0000802,TTD,D02QJH,ttd,custom_academic
SYN0016962,TTD,D02QJW,ttd,custom_academic
SYN0031502,TTD,D02QLH,ttd,custom_academic
SYN0031503,TTD,D02QLQ,ttd,custom_academic
SYN0031504,TTD,D02QLY,ttd,custom_academic
SYN0031505,TTD,D02QME,ttd,custom_academic
SYN0031506,TTD,D02QML,ttd,custom_academic
SYN0031507,TTD,D02QMQ,ttd,custom_academic
SYN0031508,TTD,D02QMU,ttd,custom_academic
SYN0031509,TTD,D02QND,ttd,custom_academic
SYN0031510,TTD,D02QOD,ttd,custom_academic
SYN0031511,TTD,D02QOL,ttd,custom_academic
SYN0031512,TTD,D02QOT,ttd,custom_academic
SYN0031513,TTD,D02QPP,ttd,custom_academic
SYN0031514,TTD,D02QPR,ttd,custom_academic
SYN0031515,TTD,D02QQB,ttd,custom_academic
SYN0031516,TTD,D02QQD,ttd,custom_academic
SYN0031517,TTD,D02QQT,ttd,custom_academic
SYN0031518,TTD,D02QQV,ttd,custom_academic
SYN0031519,TTD,D02QSH,ttd,custom_academic
SYN0031520,TTD,D02QTB,ttd,custom_academic
SYN0000117,TTD,D02QTE,ttd,custom_academic
SYN0031521,TTD,D02QTG,ttd,custom_academic
SYN0031522,TTD,D02QTV,ttd,custom_academic
SYN0031523,TTD,D02QUS,ttd,custom_academic
SYN0031524,TTD,D02QWB,ttd,custom_academic
SYN0031525,TTD,D02QWJ,ttd,custom_academic
SYN0031526,TTD,D02QWO,ttd,custom_academic
SYN0031527,TTD,D02QWP,ttd,custom_academic
SYN0026038,TTD,D02QWY,ttd,custom_academic
SYN0031528,TTD,D02QXF,ttd,custom_academic
SYN0031529,TTD,D02QXI,ttd,custom_academic
SYN0031530,TTD,D02QXT,ttd,custom_academic
SYN0031531,TTD,D02QZF,ttd,custom_academic
SYN0031532,TTD,D02QZL,ttd,custom_academic
SYN0031533,TTD,D02QZR,ttd,custom_academic
SYN0031534,TTD,D02RAN,ttd,custom_academic
SYN0031535,TTD,D02RAU,ttd,custom_academic
SYN0031536,TTD,D02RAY,ttd,custom_academic
