syndra_id,id_type,id_value,source,license
SYN0011453,BRD,BRD-K65482654,lincs_2020,custom_non_commercial
SYN0011454,BRD,BRD-K65485797,lincs_2020,custom_non_commercial
SYN0011455,BRD,BRD-K65494396,lincs_2020,custom_non_commercial
SYN0011456,BRD,BRD-K65504774,lincs_2020,custom_non_commercial
SYN0011457,BRD,BRD-K65506786,lincs_2020,custom_non_commercial
SYN0011458,BRD,BRD-K65514600,lincs_2020,custom_non_commercial
SYN0011459,BRD,BRD-K65517548,lincs_2020,custom_non_commercial
SYN0011460,BRD,BRD-K65526065,lincs_2020,custom_non_commercial
SYN0011461,BRD,BRD-K65529687,lincs_2020,custom_non_commercial
SYN0011462,BRD,BRD-K65536202,lincs_2020,custom_non_commercial
SYN0011463,BRD,BRD-K65540587,lincs_2020,custom_non_commercial
SYN0011464,BRD,BRD-K65541951,lincs_2020,custom_non_commercial
SYN0011465,BRD,BRD-K65548588,lincs_2020,custom_non_commercial
SYN0011466,BRD,BRD-K65561930,lincs_2020,custom_non_commercial
SYN0011467,BRD,BRD-K65567503,lincs_2020,custom_non_commercial
SYN0011468,BRD,BRD-K65568947,lincs_2020,custom_non_commercial
SYN0011469,BRD,BRD-K65572849,lincs_2020,custom_non_commercial
SYN0011470,BRD,BRD-K65598260,lincs_2020,custom_non_commercial
SYN0011471,BRD,BRD-K65598823,lincs_2020,custom_non_commercial
SYN0011472,BRD,BRD-K65603160,lincs_2020,custom_non_commercial
SYN0011473,BRD,BRD-K65608865,lincs_2020,custom_non_commercial
SYN0011474,BRD,BRD-K65611481,lincs_2020,custom_non_commercial
SYN0011475,BRD,BRD-K65617817,lincs_2020,custom_non_commercial
SYN0011476,BRD,BRD-K65617968,lincs_2020,custom_non_commercial
SYN0011477,BRD,BRD-K65633533,lincs_2020,custom_non_commercial
SYN0011478,BRD,BRD-K65655554,lincs_2020,custom_non_commercial
SYN0011479,BRD,BRD-K65657366,lincs_2020,custom_non_commercial
SYN0011480,BRD,BRD-K65677539,lincs_2020,custom_non_commercial
SYN0011481,BRD,BRD-K65708449,lincs_2020,custom_non_commercial
SYN0011482,BRD,BRD-K65715788,lincs_2020,custom_non_commercial
SYN0011483,BRD,BRD-K65716211,lincs_2020,custom_non_commercial
SYN0011484,BRD,BRD-K65729053,lincs_2020,custom_non_commercial
SYN0011485,BRD,BRD-K65730939,lincs_2020,custom_non_commercial
SYN0011486,BRD,BRD-K65735929,lincs_2020,custom_non_commercial
SYN0011487,BRD,BRD-K65738831,lincs_2020,custom_non_commercial
SYN0011488,BRD,BRD-K65741216,lincs_2020,custom_non_commercial
SYN0011489,BRD,BRD-K65742362,lincs_2020,custom_non_commercial
SYN0011490,BRD,BRD-K65750227,lincs_2020,custom_non_commercial
SYN0011491,BRD,BRD-K65750468,lincs_2020,custom_non_commercial
SYN0011492,BRD,BRD-K65752719,lincs_2020,custom_non_commercial
SYN0011493,BRD,BRD-K65761985,lincs_2020,custom_non_commercial
SYN0011494,BRD,BRD-K65763571,lincs_2020,custom_non_commercial
SYN0011495,BRD,BRD-K65766198,lincs_2020,custom_non_commercial
SYN0011496,BRD,BRD-K65774694,lincs_2020,custom_non_commercial
SYN0011497,BRD,BRD-K65778372,lincs_2020,custom_non_commercial
SYN0011498,BRD,BRD-K65778880,lincs_2020,custom_non_commercial
SYN0011499,BRD,BRD-K65790118,lincs_2020,custom_non_commercial
SYN0011500,BRD,BRD-K65801064,lincs_2020,custom_non_commercial
SYN0011501,BRD,BRD-K65809558,lincs_2020,custom_non_commercial
SYN0011502,BRD,BRD-K65813884,lincs_2020,custom_non_commercial
SYN0011503,BRD,BRD-K65824347,lincs_2020,custom_non_commercial
SYN0011504,BRD,BRD-K65836281,lincs_2020,custom_non_commercial
SYN0011505,BRD,BRD-K65837806,lincs_2020,custom_non_commercial
SYN0011506,BRD,BRD-K65851733,lincs_2020,custom_non_commercial
SYN0011507,BRD,BRD-K65857447,lincs_2020,custom_non_commercial
SYN0011508,BRD,BRD-K65862059,lincs_2020,custom_non_commercial
SYN0011509,BRD,BRD-K65873444,lincs_2020,custom_non_commercial
SYN0011510,BRD,BRD-K65898110,lincs_2020,custom_non_commercial
SYN0011511,BRD,BRD-K65900075,lincs_2020,custom_non_commercial
SYN0011512,BRD,BRD-K65904652,lincs_2020,custom_non_commercial
SYN0011513,BRD,BRD-K65909937,lincs_2020,custom_non_commercial
SYN0011514,BRD,BRD-K65913932,lincs_2020,custom_non_commercial
SYN0011515,BRD,BRD-K65920478,lincs_2020,custom_non_commercial
SYN0011516,BRD,BRD-K65922289,lincs_2020,custom_non_commercial
SYN0011517,BRD,BRD-K65927019,lincs_2020,custom_non_commercial
SYN0011518,BRD,BRD-K65927786,lincs_2020,custom_non_commercial
SYN0011519,BRD,BRD-K65946722,lincs_2020,custom_non_commercial
SYN0011520,BRD,BRD-K65955264,lincs_2020,custom_non_commercial
SYN0011521,BRD,BRD-K65959597,lincs_2020,custom_non_commercial
SYN0011522,BRD,BRD-K65968843,lincs_2020,custom_non_commercial
SYN0011523,BRD,BRD-K65968856,lincs_2020,custom_non_commercial
SYN0011524,BRD,BRD-K65971331,lincs_2020,custom_non_commercial
SYN0011525,BRD,BRD-K65974287,lincs_2020,custom_non_commercial
SYN0011526,BRD,BRD-K65981456,lincs_2020,custom_non_commercial
SYN0011527,BRD,BRD-K65981470,lincs_2020,custom_non_commercial
SYN0011528,BRD,BRD-K65983169,lincs_2020,custom_non_commercial
SYN0011529,BRD,BRD-K65983740,lincs_2020,custom_non_commercial
SYN0011530,BRD,BRD-K65988431,lincs_2020,custom_non_commercial
SYN0011531,BRD,BRD-K65997856,lincs_2020,custom_non_commercial
SYN0011532,BRD,BRD-K65999663,lincs_2020,custom_non_commercial
SYN0011533,BRD,BRD-K66001964,lincs_2020,custom_non_commercial
SYN0011534,BRD,BRD-K66033125,lincs_2020,custom_non_commercial
SYN0011535,BRD,BRD-K66035321,lincs_2020,custom_non_commercial
SYN0011536,BRD,BRD-K66037923,lincs_2020,custom_non_commercial
SYN0011537,BRD,BRD-K66046471,lincs_2020,custom_non_commercial
SYN0011538,BRD,BRD-K66046647,lincs_2020,custom_non_commercial
SYN0011539,BRD,BRD-K66052559,lincs_2020,custom_non_commercial
SYN0011540,BRD,BRD-K66061243,lincs_2020,custom_non_commercial
SYN0011541,BRD,BRD-K66064682,lincs_2020,custom_non_commercial
SYN0011542,BRD,BRD-K66084396,lincs_2020,custom_non_commercial
SYN0011543,BRD,BRD-K66110520,lincs_2020,custom_non_commercial
SYN0011544,BRD,BRD-K66115910,lincs_2020,custom_non_commercial
SYN0011545,BRD,BRD-K66123981,lincs_2020,custom_non_commercial
SYN0011546,BRD,BRD-K66131980,lincs_2020,custom_non_commercial
SYN0011547,BRD,BRD-K66142238,lincs_2020,custom_non_commercial
SYN0011548,BRD,BRD-K66147676,lincs_2020,custom_non_commercial
SYN0011549,BRD,BRD-K66149578,lincs_2020,custom_non_commercial
SYN0011550,BRD,BRD-K66149656,lincs_2020,custom_non_commercial
SYN0011551,BRD,BRD-K66177994,lincs_2020,custom_non_commercial
SYN0011552,BRD,BRD-K66184091,lincs_2020,custom_non_commercial
SYN0011553,BRD,BRD-K66185150,lincs_2020,custom_non_commercial
SYN0011554,BRD,BRD-K66185487,lincs_2020,custom_non_commercial
SYN0011555,BRD,BRD-K66186977,lincs_2020,custom_non_commercial
SYN0011556,BRD,BRD-K66187495,lincs_2020,custom_non_commercial
SYN0011557,BRD,BRD-K66191602,lincs_2020,custom_non_commercial
SYN0011558,BRD,BRD-K66199575,lincs_2020,custom_non_commercial
SYN0011559,BRD,BRD-K66204187,lincs_2020,custom_non_commercial
SYN0011560,BRD,BRD-K66205522,lincs_2020,custom_non_commercial
SYN0011561,BRD,BRD-K66211423,lincs_2020,custom_non_commercial
SYN0011562,BRD,BRD-K66221011,lincs_2020,custom_non_commercial
SYN0011563,BRD,BRD-K66224104,lincs_2020,custom_non_commercial
SYN0011564,BRD,BRD-K66226084,lincs_2020,custom_non_commercial
SYN0011565,BRD,BRD-K66253082,lincs_2020,custom_non_commercial
SYN0011566,BRD,BRD-K66261897,lincs_2020,custom_non_commercial
SYN0011567,BRD,BRD-K66271478,lincs_2020,custom_non_commercial
SYN0011568,BRD,BRD-K66288362,lincs_2020,custom_non_commercial
SYN0011569,BRD,BRD-K66295388,lincs_2020,custom_non_commercial
SYN0011570,BRD,BRD-K66295580,lincs_2020,custom_non_commercial
SYN0011571,BRD,BRD-K66299073,lincs_2020,custom_non_commercial
SYN0011572,BRD,BRD-K66328731,lincs_2020,custom_non_commercial
SYN0011573,BRD,BRD-K66333474,lincs_2020,custom_non_commercial
SYN0011574,BRD,BRD-K66340791,lincs_2020,custom_non_commercial
SYN0011575,BRD,BRD-K66344816,lincs_2020,custom_non_commercial
SYN0011576,BRD,BRD-K66351990,lincs_2020,custom_non_commercial
SYN0011577,BRD,BRD-K66356233,lincs_2020,custom_non_commercial
SYN0011578,BRD,BRD-K66357706,lincs_2020,custom_non_commercial
SYN0011579,BRD,BRD-K66359319,lincs_2020,custom_non_commercial
SYN0011580,BRD,BRD-K66363099,lincs_2020,custom_non_commercial
SYN0011581,BRD,BRD-K66378473,lincs_2020,custom_non_commercial
SYN0011582,BRD,BRD-K66381707,lincs_2020,custom_non_commercial
SYN0011583,BRD,BRD-K66383562,lincs_2020,custom_non_commercial
SYN0011584,BRD,BRD-K66390767,lincs_2020,custom_non_commercial
SYN0011585,BRD,BRD-K66401835,lincs_2020,custom_non_commercial
SYN0011586,BRD,BRD-K66413861,lincs_2020,custom_non_commercial
SYN0011587,BRD,BRD-K66426634,lincs_2020,custom_non_commercial
SYN0011588,BRD,BRD-K66438357,lincs_2020,custom_non_commercial
SYN0011589,BRD,BRD-K66442181,lincs_2020,custom_non_commercial
SYN0011590,BRD,BRD-K66446284,lincs_2020,custom_non_commercial
SYN0011591,BRD,BRD-K66448556,lincs_2020,custom_non_commercial
SYN0011592,BRD,BRD-K66457675,lincs_2020,custom_non_commercial
SYN0011593,BRD,BRD-K66480544,lincs_2020,custom_non_commercial
SYN0011594,BRD,BRD-K66499109,lincs_2020,custom_non_commercial
SYN0011595,BRD,BRD-K66521855,lincs_2020,custom_non_commercial
SYN0011596,BRD,BRD-K66533845,lincs_2020,custom_non_commercial
SYN0011597,BRD,BRD-K66536842,lincs_2020,custom_non_commercial
SYN0011598,BRD,BRD-K66551929,lincs_2020,custom_non_commercial
SYN0011599,BRD,BRD-K66555134,lincs_2020,custom_non_commercial
SYN0006524,BRD,BRD-K66555411,lincs_2020,custom_non_commercial
SYN0011600,BRD,BRD-K66559265,lincs_2020,custom_non_commercial
SYN0011601,BRD,BRD-K66566233,lincs_2020,custom_non_commercial
SYN0011602,BRD,BRD-K66573697,lincs_2020,custom_non_commercial
SYN0011603,BRD,BRD-K66581298,lincs_2020,custom_non_commercial
SYN0011604,BRD,BRD-K66586010,lincs_2020,custom_non_commercial
SYN0011605,BRD,BRD-K66598898,lincs_2020,custom_non_commercial
SYN0011606,BRD,BRD-K66599765,lincs_2020,custom_non_commercial
SYN0011607,BRD,BRD-K66602457,lincs_2020,custom_non_commercial
SYN0011608,BRD,BRD-K66617214,lincs_2020,custom_non_commercial
SYN0011609,BRD,BRD-K66618978,lincs_2020,custom_non_commercial
SYN0011610,BRD,BRD-K66621600,lincs_2020,custom_non_commercial
SYN0011611,BRD,BRD-K66626628,lincs_2020,custom_non_commercial
SYN0011612,BRD,BRD-K66632266,lincs_2020,custom_non_commercial
SYN0011613,BRD,BRD-K66633149,lincs_2020,custom_non_commercial
SYN0011614,BRD,BRD-K66634822,lincs_2020,custom_non_commercial
SYN0011615,BRD,BRD-K66640841,lincs_2020,custom_non_commercial
SYN0011616,BRD,BRD-K66641352,lincs_2020,custom_non_commercial
SYN0011617,BRD,BRD-K66642908,lincs_2020,custom_non_commercial
SYN0011618,BRD,BRD-K66643665,lincs_2020,custom_non_commercial
SYN0011619,BRD,BRD-K66646581,lincs_2020,custom_non_commercial
SYN0011620,BRD,BRD-K66658536,lincs_2020,custom_non_commercial
SYN0011621,BRD,BRD-K66670355,lincs_2020,custom_non_commercial
SYN0011622,BRD,BRD-K66681850,lincs_2020,custom_non_commercial
SYN0011623,BRD,BRD-K66686673,lincs_2020,custom_non_commercial
SYN0011624,BRD,BRD-K66687431,lincs_2020,custom_non_commercial
SYN0011625,BRD,BRD-K66689236,lincs_2020,custom_non_commercial
SYN0011626,BRD,BRD-K66694259,lincs_2020,custom_non_commercial
SYN0011627,BRD,BRD-K66698705,lincs_2020,custom_non_commercial
SYN0011628,BRD,BRD-K66703091,lincs_2020,custom_non_commercial
SYN0011629,BRD,BRD-K66710853,lincs_2020,custom_non_commercial
SYN0011630,BRD,BRD-K66714409,lincs_2020,custom_non_commercial
SYN0011631,BRD,BRD-K66729212,lincs_2020,custom_non_commercial
SYN0011632,BRD,BRD-K66729666,lincs_2020,custom_non_commercial
SYN0011633,BRD,BRD-K66732164,lincs_2020,custom_non_commercial
SYN0011634,BRD,BRD-K66732564,lincs_2020,custom_non_commercial
SYN0011635,BRD,BRD-K66740714,lincs_2020,custom_non_commercial
SYN0011636,BRD,BRD-K66750772,lincs_2020,custom_non_commercial
SYN0011637,BRD,BRD-K66755238,lincs_2020,custom_non_commercial
SYN0011638,BRD,BRD-K66757073,lincs_2020,custom_non_commercial
SYN0011639,BRD,BRD-K66757832,lincs_2020,custom_non_commercial
SYN0011640,BRD,BRD-K66761585,lincs_2020,custom_non_commercial
SYN0011641,BRD,BRD-K66771647,lincs_2020,custom_non_commercial
SYN0011642,BRD,BRD-K66775134,lincs_2020,custom_non_commercial
SYN0011643,BRD,BRD-K66783461,lincs_2020,custom_non_commercial
SYN0011644,BRD,BRD-K66793411,lincs_2020,custom_non_commercial
SYN0011645,BRD,BRD-K66803141,lincs_2020,custom_non_commercial
SYN0011646,BRD,BRD-K66805710,lincs_2020,custom_non_commercial
SYN0011647,BRD,BRD-K66808842,lincs_2020,custom_non_commercial
SYN0011648,BRD,BRD-K66809950,lincs_2020,custom_non_commercial
SYN0011649,BRD,BRD-K66812281,lincs_2020,custom_non_commercial
SYN0011650,BRD,BRD-K66814954,lincs_2020,custom_non_commercial
SYN0011651,BRD,BRD-K66836247,lincs_2020,custom_non_commercial
SYN0011652,BRD,BRD-K66848791,lincs_2020,custom_non_commercial
SYN0011653,BRD,BRD-K66850406,lincs_2020,custom_non_commercial
SYN0011654,BRD,BRD-K66857089,lincs_2020,custom_non_commercial
SYN0011655,BRD,BRD-K66857873,lincs_2020,custom_non_commercial
SYN0011656,BRD,BRD-K66860235,lincs_2020,custom_non_commercial
SYN0011657,BRD,BRD-K66866270,lincs_2020,custom_non_commercial
SYN0011658,BRD,BRD-K66866904,lincs_2020,custom_non_commercial
SYN0011659,BRD,BRD-K66877406,lincs_2020,custom_non_commercial
SYN0011660,BRD,BRD-K66884694,lincs_2020,custom_non_commercial
SYN0011661,BRD,BRD-K66888355,lincs_2020,custom_non_commercial
SYN0011662,BRD,BRD-K66898048,lincs_2020,custom_non_commercial
SYN0011663,BRD,BRD-K66902379,lincs_2020,custom_non_commercial
SYN0011664,BRD,BRD-K66907139,lincs_2020,custom_non_commercial
SYN0011665,BRD,BRD-K66908362,lincs_2020,custom_non_commercial
SYN0011666,BRD,BRD-K66909449,lincs_2020,custom_non_commercial
SYN0011667,BRD,BRD-K66910993,lincs_2020,custom_non_commercial
SYN0011668,BRD,BRD-K66925231,lincs_2020,custom_non_commercial
SYN0011669,BRD,BRD-K66944475,lincs_2020,custom_non_commercial
SYN0011670,BRD,BRD-K66947316,lincs_2020,custom_non_commercial
SYN0011671,BRD,BRD-K66960754,lincs_2020,custom_non_commercial
SYN0011672,BRD,BRD-K66966735,lincs_2020,custom_non_commercial
SYN0011673,BRD,BRD-K66975725,lincs_2020,custom_non_commercial
SYN0011674,BRD,BRD-K66975912,lincs_2020,custom_non_commercial
SYN0011675,BRD,BRD-K67010098,lincs_2020,custom_non_commercial
SYN0011676,BRD,BRD-K67015214,lincs_2020,custom_non_commercial
SYN0011677,BRD,BRD-K67029063,lincs_2020,custom_non_commercial
SYN0011678,BRD,BRD-K67035256,lincs_2020,custom_non_commercial
SYN0011679,BRD,BRD-K67037986,lincs_2020,custom_non_commercial
SYN0011680,BRD,BRD-K67053230,lincs_2020,custom_non_commercial
SYN0011681,BRD,BRD-K67058688,lincs_2020,custom_non_commercial
SYN0011682,BRD,BRD-K67069164,lincs_2020,custom_non_commercial
SYN0011683,BRD,BRD-K67074672,lincs_2020,custom_non_commercial
SYN0011684,BRD,BRD-K67086788,lincs_2020,custom_non_commercial
SYN0011685,BRD,BRD-K67087659,lincs_2020,custom_non_commercial
SYN0011686,BRD,BRD-K67087978,lincs_2020,custom_non_commercial
SYN0011687,BRD,BRD-K67090914,lincs_2020,custom_non_commercial
SYN0011688,BRD,BRD-K67090983,lincs_2020,custom_non_commercial
SYN0011689,BRD,BRD-K67094066,lincs_2020,custom_non_commercial
SYN0011690,BRD,BRD-K67099101,lincs_2020,custom_non_commercial
SYN0011691,BRD,BRD-K67118123,lincs_2020,custom_non_commercial
SYN0011692,BRD,BRD-K67118623,lincs_2020,custom_non_commercial
SYN0011693,BRD,BRD-K67123444,lincs_2020,custom_non_commercial
SYN0011694,BRD,BRD-K67155745,lincs_2020,custom_non_commercial
SYN0011695,BRD,BRD-K67187917,lincs_2020,custom_non_commercial
SYN0011696,BRD,BRD-K67188562,lincs_2020,custom_non_commercial
SYN0011697,BRD,BRD-K67190692,lincs_2020,custom_non_commercial
SYN0011698,BRD,BRD-K67192456,lincs_2020,custom_non_commercial
SYN0011699,BRD,BRD-K67197636,lincs_2020,custom_non_commercial
SYN0011700,BRD,BRD-K67209190,lincs_2020,custom_non_commercial
SYN0011701,BRD,BRD-K67215204,lincs_2020,custom_non_commercial
SYN0011702,BRD,BRD-K67215210,lincs_2020,custom_non_commercial
SYN0011703,BRD,BRD-K67217705,lincs_2020,custom_non_commercial
SYN0011704,BRD,BRD-K67236726,lincs_2020,custom_non_commercial
SYN0011705,BRD,BRD-K67236950,lincs_2020,custom_non_commercial
SYN0011706,BRD,BRD-K67240417,lincs_2020,custom_non_commercial
SYN0011707,BRD,BRD-K67241457,lincs_2020,custom_non_commercial
SYN0011708,BRD,BRD-K67242881,lincs_2020,custom_non_commercial
SYN0011709,BRD,BRD-K67258146,lincs_2020,custom_non_commercial
SYN0011710,BRD,BRD-K67258928,lincs_2020,custom_non_commercial
SYN0011711,BRD,BRD-K67260071,lincs_2020,custom_non_commercial
SYN0011712,BRD,BRD-K67269534,lincs_2020,custom_non_commercial
SYN0011713,BRD,BRD-K67271639,lincs_2020,custom_non_commercial
SYN0011714,BRD,BRD-K67285049,lincs_2020,custom_non_commercial
SYN0011715,BRD,BRD-K67287181,lincs_2020,custom_non_commercial
SYN0011716,BRD,BRD-K67291850,lincs_2020,custom_non_commercial
SYN0011717,BRD,BRD-K67301423,lincs_2020,custom_non_commercial
SYN0011718,BRD,BRD-K67306351,lincs_2020,custom_non_commercial
SYN0011719,BRD,BRD-K67314051,lincs_2020,custom_non_commercial
SYN0011720,BRD,BRD-K67319066,lincs_2020,custom_non_commercial
SYN0011721,BRD,BRD-K67321912,lincs_2020,custom_non_commercial
SYN0011722,BRD,BRD-K67322403,lincs_2020,custom_non_commercial
SYN0011723,BRD,BRD-K67328514,lincs_2020,custom_non_commercial
SYN0011724,BRD,BRD-K67335820,lincs_2020,custom_non_commercial
SYN0011725,BRD,BRD-K67336565,lincs_2020,custom_non_commercial
SYN0011726,BRD,BRD-K67344967,lincs_2020,custom_non_commercial
SYN0011727,BRD,BRD-K67348888,lincs_2020,custom_non_commercial
SYN0011728,BRD,BRD-K67359324,lincs_2020,custom_non_commercial
SYN0011729,BRD,BRD-K67365258,lincs_2020,custom_non_commercial
SYN0011730,BRD,BRD-K67374281,lincs_2020,custom_non_commercial
SYN0011731,BRD,BRD-K67392692,lincs_2020,custom_non_commercial
SYN0011732,BRD,BRD-K67399667,lincs_2020,custom_non_commercial
SYN0011733,BRD,BRD-K67402106,lincs_2020,custom_non_commercial
SYN0011734,BRD,BRD-K67407970,lincs_2020,custom_non_commercial
SYN0011735,BRD,BRD-K67414432,lincs_2020,custom_non_commercial
SYN0011736,BRD,BRD-K67432391,lincs_2020,custom_non_commercial
SYN0011737,BRD,BRD-K67433402,lincs_2020,custom_non_commercial
SYN0011738,BRD,BRD-K67433929,lincs_2020,custom_non_commercial
SYN0011739,BRD,BRD-K67454499,lincs_2020,custom_non_commercial
SYN0011740,BRD,BRD-K67470788,lincs_2020,custom_non_commercial
SYN0011741,BRD,BRD-K67480908,lincs_2020,custom_non_commercial
SYN0011742,BRD,BRD-K67484450,lincs_2020,custom_non_commercial
SYN0011743,BRD,BRD-K67484673,lincs_2020,custom_non_commercial
SYN0011744,BRD,BRD-K67485291,lincs_2020,custom_non_commercial
SYN0011745,BRD,BRD-K67489890,lincs_2020,custom_non_commercial
SYN0011746,BRD,BRD-K67498554,lincs_2020,custom_non_commercial
SYN0011747,BRD,BRD-K67502058,lincs_2020,custom_non_commercial
SYN0011748,BRD,BRD-K67503471,lincs_2020,custom_non_commercial
SYN0011749,BRD,BRD-K67507121,lincs_2020,custom_non_commercial
SYN0011750,BRD,BRD-K67514995,lincs_2020,custom_non_commercial
SYN0011751,BRD,BRD-K67518269,lincs_2020,custom_non_commercial
SYN0011752,BRD,BRD-K67519589,lincs_2020,custom_non_commercial
SYN0011753,BRD,BRD-K67520049,lincs_2020,custom_non_commercial
SYN0011754,BRD,BRD-K67526586,lincs_2020,custom_non_commercial
SYN0011755,BRD,BRD-K67540261,lincs_2020,custom_non_commercial
SYN0011756,BRD,BRD-K67544217,lincs_2020,custom_non_commercial
SYN0011757,BRD,BRD-K67550673,lincs_2020,custom_non_commercial
SYN0011758,BRD,BRD-K67555693,lincs_2020,custom_non_commercial
SYN0011759,BRD,BRD-K67559633,lincs_2020,custom_non_commercial
SYN0011760,BRD,BRD-K67561376,lincs_2020,custom_non_commercial
SYN0011761,BRD,BRD-K67575276,lincs_2020,custom_non_commercial
SYN0011762,BRD,BRD-K67583114,lincs_2020,custom_non_commercial
SYN0011763,BRD,BRD-K67601479,lincs_2020,custom_non_commercial
SYN0011764,BRD,BRD-K67619794,lincs_2020,custom_non_commercial
SYN0011765,BRD,BRD-K67622458,lincs_2020,custom_non_commercial
SYN0011766,BRD,BRD-K67628477,lincs_2020,custom_non_commercial
SYN0011767,BRD,BRD-K67641117,lincs_2020,custom_non_commercial
SYN0011768,BRD,BRD-K67653084,lincs_2020,custom_non_commercial
SYN0011769,BRD,BRD-K67655178,lincs_2020,custom_non_commercial
SYN0011770,BRD,BRD-K67660075,lincs_2020,custom_non_commercial
SYN0011771,BRD,BRD-K67661368,lincs_2020,custom_non_commercial
SYN0011772,BRD,BRD-K67662618,lincs_2020,custom_non_commercial
SYN0011773,BRD,BRD-K67663786,lincs_2020,custom_non_commercial
SYN0011774,BRD,BRD-K67669478,lincs_2020,custom_non_commercial
SYN0011775,BRD,BRD-K67673602,lincs_2020,custom_non_commercial
SYN0011776,BRD,BRD-K67678077,lincs_2020,custom_non_commercial
SYN0011777,BRD,BRD-K67689741,lincs_2020,custom_non_commercial
SYN0011778,BRD,BRD-K67693903,lincs_2020,custom_non_commercial
SYN0011779,BRD,BRD-K67694126,lincs_2020,custom_non_commercial
SYN0011780,BRD,BRD-K67697926,lincs_2020,custom_non_commercial
SYN0011781,BRD,BRD-K67716641,lincs_2020,custom_non_commercial
SYN0011782,BRD,BRD-K67718916,lincs_2020,custom_non_commercial
SYN0011783,BRD,BRD-K67727634,lincs_2020,custom_non_commercial
SYN0011784,BRD,BRD-K67733157,lincs_2020,custom_non_commercial
SYN0011785,BRD,BRD-K67733357,lincs_2020,custom_non_commercial
SYN0011786,BRD,BRD-K67737641,lincs_2020,custom_non_commercial
SYN0011787,BRD,BRD-K67742177,lincs_2020,custom_non_commercial
SYN0011788,BRD,BRD-K67763841,lincs_2020,custom_non_commercial
SYN0011789,BRD,BRD-K67765874,lincs_2020,custom_non_commercial
SYN0011790,BRD,BRD-K67766243,lincs_2020,custom_non_commercial
SYN0011791,BRD,BRD-K67769696,lincs_2020,custom_non_commercial
SYN0011792,BRD,BRD-K67771738,lincs_2020,custom_non_commercial
SYN0011793,BRD,BRD-K67774729,lincs_2020,custom_non_commercial
SYN0011794,BRD,BRD-K67778494,lincs_2020,custom_non_commercial
SYN0011795,BRD,BRD-K67780021,lincs_2020,custom_non_commercial
SYN0011796,BRD,BRD-K67780580,lincs_2020,custom_non_commercial
SYN0011797,BRD,BRD-K67786373,lincs_2020,custom_non_commercial
SYN0011798,BRD,BRD-K67787765,lincs_2020,custom_non_commercial
SYN0011799,BRD,BRD-K67788404,lincs_2020,custom_non_commercial
SYN0011800,BRD,BRD-K67794838,lincs_2020,custom_non_commercial
SYN0011801,BRD,BRD-K67795523,lincs_2020,custom_non_commercial
SYN0011802,BRD,BRD-K67798612,lincs_2020,custom_non_commercial
SYN0011803,BRD,BRD-K67798781,lincs_2020,custom_non_commercial
SYN0011804,BRD,BRD-K67808578,lincs_2020,custom_non_commercial
SYN0011805,BRD,BRD-K67829818,lincs_2020,custom_non_commercial
SYN0011806,BRD,BRD-K67839548,lincs_2020,custom_non_commercial
SYN0011807,BRD,BRD-K67851959,lincs_2020,custom_non_commercial
SYN0011808,BRD,BRD-K67857349,lincs_2020,custom_non_commercial
SYN0011809,BRD,BRD-K67862512,lincs_2020,custom_non_commercial
SYN0011810,BRD,BRD-K67862892,lincs_2020,custom_non_commercial
SYN0011811,BRD,BRD-K67863009,lincs_2020,custom_non_commercial
SYN0011812,BRD,BRD-K67868064,lincs_2020,custom_non_commercial
SYN0011813,BRD,BRD-K67887361,lincs_2020,custom_non_commercial
SYN0011814,BRD,BRD-K67889001,lincs_2020,custom_non_commercial
SYN0011815,BRD,BRD-K67891857,lincs_2020,custom_non_commercial
SYN0011816,BRD,BRD-K67896259,lincs_2020,custom_non_commercial
SYN0011817,BRD,BRD-K67921699,lincs_2020,custom_non_commercial
SYN0011818,BRD,BRD-K67925802,lincs_2020,custom_non_commercial
SYN0011819,BRD,BRD-K67933714,lincs_2020,custom_non_commercial
SYN0011820,BRD,BRD-K67936348,lincs_2020,custom_non_commercial
SYN0011821,BRD,BRD-K67941506,lincs_2020,custom_non_commercial
SYN0011822,BRD,BRD-K67943760,lincs_2020,custom_non_commercial
SYN0011823,BRD,BRD-K67944552,lincs_2020,custom_non_commercial
SYN0011824,BRD,BRD-K67959996,lincs_2020,custom_non_commercial
SYN0011825,BRD,BRD-K67983441,lincs_2020,custom_non_commercial
SYN0011826,BRD,BRD-K67985577,lincs_2020,custom_non_commercial
SYN0011827,BRD,BRD-K68007071,lincs_2020,custom_non_commercial
SYN0011828,BRD,BRD-K68007270,lincs_2020,custom_non_commercial
SYN0011829,BRD,BRD-K68013677,lincs_2020,custom_non_commercial
SYN0011830,BRD,BRD-K68018568,lincs_2020,custom_non_commercial
SYN0011831,BRD,BRD-K68020183,lincs_2020,custom_non_commercial
SYN0011832,BRD,BRD-K68036990,lincs_2020,custom_non_commercial
SYN0011833,BRD,BRD-K68038686,lincs_2020,custom_non_commercial
SYN0011834,BRD,BRD-K68047011,lincs_2020,custom_non_commercial
SYN0011835,BRD,BRD-K68057497,lincs_2020,custom_non_commercial
SYN0011836,BRD,BRD-K68061938,lincs_2020,custom_non_commercial
SYN0011837,BRD,BRD-K68078697,lincs_2020,custom_non_commercial
SYN0011838,BRD,BRD-K68085828,lincs_2020,custom_non_commercial
SYN0011839,BRD,BRD-K68095812,lincs_2020,custom_non_commercial
