parent_inchikey,n_brd_ids,brd_ids
NQKVBKPKEYEFNC,4,BRD-K04251837; BRD-K09112411; BRD-K53199675; BRD-K92849826
XBRFMSFVCPUMGC,4,BRD-K29660619; BRD-K32401097; BRD-K46549154; BRD-K46730958
NSZKTJJQZYFHQH,4,BRD-K15358569; BRD-K21652416; BRD-K37145632; BRD-K63305270
NSUWFWDPIIGHAU,4,BRD-K13941175; BRD-K16149312; BRD-K21996934; BRD-K22854578
NVEHITWFSBUOCD,4,BRD-K06511061; BRD-K21642579; BRD-K34030207; BRD-K63806140
XPBUGQRVLIPCFW,4,BRD-K17420784; BRD-K18462967; BRD-K79199168; BRD-K99100679
QXMNWFOSYHIOCR,4,BRD-K16195716; BRD-K69291665; BRD-K74495399; BRD-K95810330
QXMKZAKCOIHKOR,4,BRD-K21765169; BRD-K24877937; BRD-K39617634; BRD-K43414987
QYAAHEQVWPVPBC,4,BRD-K07107626; BRD-K37357652; BRD-K45319854; BRD-K68554461
QXYUWGLBJNPRKS,4,BRD-K41023039; BRD-K49215584; BRD-K87687716; BRD-K87972129
BTOKSVPFEBLMIX,4,BRD-K02519835; BRD-K04076294; BRD-K09613355; BRD-K61779668
XOPCKECUHROKNF,4,BRD-K20554239; BRD-K50893227; BRD-K52921974; BRD-K87562020
BMTZFXAWOLTARL,4,BRD-K41340267; BRD-K45258986; BRD-K75418563; BRD-K84447176
IJQLDHZDAZBKMH,4,BRD-K06589444; BRD-K69760878; BRD-K89451495; BRD-K98988337
IJNNGEYJEFGHTL,4,BRD-K09404347; BRD-K52044217; BRD-K57280824; BRD-K82004360
BMHXABSJKWWWIL,4,BRD-K03925537; BRD-K19237705; BRD-K68698887; BRD-K87807408
UEHQGHXOOPUZGH,4,BRD-K24112840; BRD-K29426933; BRD-K44218044; BRD-K58873027
RENPXZBPSBTSHX,4,BRD-K30467307; BRD-K34405227; BRD-K44167510; BRD-K88384015
XGAGPUGBXVVIKK,4,BRD-K34161817; BRD-K70273200; BRD-K85935038; BRD-K90526552
YSMZUGMPGSMHFK,4,BRD-K48089931; BRD-K58826761; BRD-K72901512; BRD-K95995661
YTMMXCOCLAUKDR,4,BRD-K10923439; BRD-K12873970; BRD-K51670762; BRD-K61185334
AVFJRCXGABTTSO,4,BRD-K37277634; BRD-K39301663; BRD-K45759060; BRD-K64402699
ZCKQQEZZHOAJHU,4,BRD-K08058167; BRD-K20857608; BRD-K40471863; BRD-K79422060
JNBFYQYHHCPVEU,4,BRD-K09078201; BRD-K38724926; BRD-K50247051; BRD-K92803674
PJKYSCCIDOXZLC,4,BRD-K05906947; BRD-K76355933; BRD-K80110842; BRD-K81812196
VXJHNJFFJGWPLE,4,BRD-K29253960; BRD-K40927841; BRD-K60693111; BRD-K92498491
PJFGCUVPYCUKFQ,4,BRD-K14768034; BRD-K29768655; BRD-K38244121; BRD-K73515365
CLIVIFLLNNUVCZ,4,BRD-K00900096; BRD-K23470676; BRD-K26654895; BRD-K34992378
SHGAZHPCJJPHSC,4,BRD-K06926592; BRD-K35483542; BRD-K71879491; BRD-K76723084
SIBKUGQEZAGQEJ,4,BRD-K52689785; BRD-K57490099; BRD-K59204160; BRD-K75101679
KYGBGAWZQIYPEA,4,BRD-K09106444; BRD-K26733240; BRD-K64345025; BRD-K72391864
UASMVRRVZNRGSL,4,BRD-K07486034; BRD-K49635910; BRD-K58242935; BRD-K60937893
ASBISCBCTXZQKG,4,BRD-K31869770; BRD-K33928422; BRD-K88099061; BRD-K98675009
LFVZONGIIWXQAC,4,BRD-K11095531; BRD-K22127625; BRD-K57337567; BRD-K94516855
SHQNIKSLQGYNDM,4,BRD-K15882173; BRD-K43624311; BRD-K43624963; BRD-K55702567
KWUJCNXGEDOTIS,4,BRD-K12272248; BRD-K21498250; BRD-K53931115; BRD-K77003912
KXLUOHYQIRXECE,4,BRD-K20216424; BRD-K25380050; BRD-K37562700; BRD-K80738071
FGRNHJGXTXXJTE,4,BRD-K15918270; BRD-K38400632; BRD-K51050139; BRD-K74185228
YYSMFPMBCDAVOS,4,BRD-K29946363; BRD-K35468072; BRD-K47771675; BRD-K68831362
ZAJITYGKPNYIKO,4,BRD-K18237196; BRD-K38227596; BRD-K60331845; BRD-K77877235
ZAUUIHFOYHZVES,4,BRD-K25556383; BRD-K29892351; BRD-K41138144; BRD-K43703882
ZANRKKPBGNDREH,4,BRD-K18814836; BRD-K24009388; BRD-K56046253; BRD-K78246556
ZGXOXQUBSYKGRY,4,BRD-K07616985; BRD-K23775758; BRD-K30438246; BRD-K77125349
KQNZDYYTLMIZCT,4,BRD-A17065207; BRD-A31107743; BRD-A84228258; BRD-K77841042
YWUOOJZCEOJKLU,4,BRD-K14023656; BRD-K18778674; BRD-K29322455; BRD-K88684430
RZOQTESVPDTACV,4,BRD-K20065789; BRD-K40628462; BRD-K42307233; BRD-K70673311
TXBZUYXXZRGZTP,4,BRD-K06332513; BRD-K33462260; BRD-K43926323; BRD-K50216176
CZHSEBKISOBDGL,4,BRD-K48723823; BRD-K54577741; BRD-K72147201; BRD-K93410934
CJGYSWNGNKCJSB,4,BRD-A04706586; BRD-A15931911; BRD-A94624445; BRD-A95074085
WFHCWVTWIFSLHF,4,BRD-K30180607; BRD-K35443780; BRD-K68315360; BRD-K69936404
PDJAAYZWMZIDIM,4,BRD-K18840975; BRD-K44923117; BRD-K66621600; BRD-K76193256
QFILVVKSXIQKON,4,BRD-K06614363; BRD-K55640577; BRD-K63559825; BRD-K69768745
PARFVHOUOBIHJG,4,BRD-K18236913; BRD-K26005379; BRD-K27117623; BRD-K27612721
PALRSHXOGLADEF,4,BRD-K37892442; BRD-K44344720; BRD-K55814495; BRD-K91406875
GOAOGPBEIKPTBG,4,BRD-K05789716; BRD-K44413293; BRD-K45966720; BRD-K86781204
SEDRIVHSDUVLLE,4,BRD-K06174863; BRD-K29707171; BRD-K30973947; BRD-K35119180
SXLNUQFFJOVPKX,4,BRD-K05951707; BRD-K16158586; BRD-K50408407; BRD-K88085458
JHGBJZJGBUIJRW,4,BRD-K00692337; BRD-K05889827; BRD-K25423005; BRD-K39337865
YYSQTLJNJWYMNJ,4,BRD-K70052069; BRD-K85123403; BRD-K93340102; BRD-K97973721
QEVHRUUCFGRFIF,4,BRD-A71765365; BRD-K37080523; BRD-K44495371; BRD-K95921201
VLZSOFFJGXHIAQ,4,BRD-K26766547; BRD-K47924474; BRD-K48165980; BRD-K67099101
VMJMIMLZIZXOHC,4,BRD-K14266419; BRD-K29298614; BRD-K59099886; BRD-K96764878
WDDVSYGCEMHEAU,4,BRD-K30433551; BRD-K32751688; BRD-K46742113; BRD-K88282877
JGILLHKCGZDGGM,4,BRD-K26161397; BRD-K34382498; BRD-K39074860; BRD-K83919473
PEUKOTPXCYQHOA,4,BRD-K18978393; BRD-K19166598; BRD-K45818044; BRD-K59939374
PFFBWYBXOPTHIK,4,BRD-K21610715; BRD-K35894044; BRD-K50432649; BRD-K74862734
PFMWKVKHLLGSFC,4,BRD-K14217854; BRD-K17619118; BRD-K56068611; BRD-K78869873
LHGVLKOLCXFJRT,4,BRD-K31314139; BRD-K32652655; BRD-K46810582; BRD-K58493165
JGZXBABAHUXSMS,4,BRD-K09144377; BRD-K13852343; BRD-K14139166; BRD-K22139757
LLJZRPQVTFULKA,4,BRD-K03384615; BRD-K31812476; BRD-K60600704; BRD-K62714403
ZBLNAKCVTQSUGS,4,BRD-K05586628; BRD-K25822126; BRD-K37161540; BRD-K52383401
AHPRIPWQPCWYIR,4,BRD-K01604352; BRD-K32550888; BRD-K80579245; BRD-K80991460
JVDZBXYYJOYVHG,4,BRD-K05001416; BRD-K55004655; BRD-K59722258; BRD-K67392692
JVSLUPVXAKPAAQ,4,BRD-K18692529; BRD-K25768791; BRD-K32159948; BRD-K87511374
AKUJBENLRBOFTD,4,BRD-A92177080; BRD-A93424738; BRD-K30207000; BRD-K47635719
AKNNEGZIBPJZJG,4,BRD-A51393488; BRD-K66043364; BRD-K89237706; BRD-K91301684
KMKGAVOVEHQLPH,4,BRD-K18406496; BRD-K56990873; BRD-K79719155; BRD-K88404561
JXCIZYZKUTYCFB,4,BRD-K24824043; BRD-K52252091; BRD-K58898119; BRD-K75744810
ZIIKQONHXRNGRF,4,BRD-K07634536; BRD-K14385562; BRD-K49283005; BRD-K64619734
DVBSRULSALQOGV,4,BRD-K43952716; BRD-K53728687; BRD-K57346283; BRD-K69480620
STYUMYTXFXXJJW,4,BRD-K00600835; BRD-K05350978; BRD-K07385991; BRD-K34095629
SOKZPMDKQQIJSP,4,BRD-K00061590; BRD-K02576169; BRD-K03276924; BRD-K96077293
ZMKYSZODYJXXSG,4,BRD-K05535086; BRD-K56161792; BRD-K65598536; BRD-K89459607
FDXOBPCLNSDZHU,4,BRD-K08394807; BRD-K38370145; BRD-K66602457; BRD-K68303822
DZDKJIRUSJXCKT,4,BRD-K16670827; BRD-K60002786; BRD-K61553312; BRD-K72783054
SPGVKSWBRQENOP,4,BRD-K02280251; BRD-K15650895; BRD-K54729370; BRD-K88092133
PROQIPRRNZUXQM,4,BRD-A18620900; BRD-A88939772; BRD-K17016787; BRD-K32793530
CQFOTEJANFUFPP,4,BRD-K07418207; BRD-K10362791; BRD-K11528380; BRD-K12342133
PXTOKMABBRVFCH,4,BRD-K48150994; BRD-K53488338; BRD-K53920100; BRD-K80879725
PQGYKYWXFAJTLI,4,BRD-K19607523; BRD-K41377239; BRD-K48680503; BRD-K71059148
PSCGPEDQCGKLHW,4,BRD-K07184814; BRD-K16074065; BRD-K87471235; BRD-K90198040
VTJOJCWIVRUFJE,4,BRD-K36618304; BRD-K65077386; BRD-K88487973; BRD-K94554079
GYAQMILCNYFRMN,4,BRD-K43628610; BRD-K51163606; BRD-K93268593; BRD-K98018160
GUNIHDHNDNIIMI,4,BRD-K20652606; BRD-K35101110; BRD-K65385622; BRD-K96103104
PQJWBSIFBZYFSG,4,BRD-K16827616; BRD-K28991565; BRD-K88647644; BRD-K90219001
ZOEMVRGQCOXOOR,4,BRD-K09689420; BRD-K26335565; BRD-K26817071; BRD-K30933750
AOAVRGNJVMAOBU,4,BRD-K11672886; BRD-K28919392; BRD-K75944637; BRD-K86694287
KRVOJOCLBAAKSJ,4,BRD-A66927094; BRD-K47289124; BRD-K74865981; BRD-M80207679
KSGFMMBIGCMZOP,4,BRD-K24663282; BRD-K58800409; BRD-K75674991; BRD-K87765798
ZFEMWODPVTXMHX,4,BRD-K10491285; BRD-K52403446; BRD-K52780420; BRD-K96557209
ANXKOFDVDMSSFK,4,BRD-K09432998; BRD-K43341506; BRD-K74834319; BRD-K84514454
ZFSASZLDLYDYGX,4,BRD-K22357409; BRD-K29311288; BRD-K41641213; BRD-K58952483
SNUUNLITQQJOCW,4,BRD-K15168329; BRD-K75648471; BRD-K88373420; BRD-K99569179
DUFFUDYVDPDMOF,4,BRD-K25710391; BRD-K45057266; BRD-K89801935; BRD-K95014129
SNXJRGXCCHJEEZ,4,BRD-K19268781; BRD-K62774106; BRD-K69048763; BRD-K83242582
KPZGSTQZFNZEDR,4,BRD-K48336086; BRD-K50260295; BRD-K65135171; BRD-K82906409
KPOCFUKXMSWGQF,4,BRD-K32100931; BRD-K38444262; BRD-K60895709; BRD-K98062050
QALVRHUHRKABFC,4,BRD-K21539100; BRD-K26069906; BRD-K28623651; BRD-K31949858
QBCXEZHQPAEOAK,4,BRD-K06518099; BRD-K62744999; BRD-K85916563; BRD-K91504630
VVKQUOIOXTWGEY,4,BRD-K06248125; BRD-K44890999; BRD-K72381041; BRD-K82226238
CNSZSOIIGAOJAV,4,BRD-K22488594; BRD-K49333293; BRD-K55809413; BRD-K67520049
HAJBOXZNCGYLAF,4,BRD-K28862419; BRD-K37838939; BRD-K49166646; BRD-K69441986
POZRVZJJTULAOH,4,BRD-A20243730; BRD-A92537424; BRD-K21401044; BRD-K48970916
VOVIALXJUBGFJZ,4,BRD-A34299591; BRD-A58753560; BRD-A60571864; BRD-A82238138
GPKOVPMMPCOHRN,4,BRD-K08884733; BRD-K51888384; BRD-K65598260; BRD-K92132228
CLVZMKYRVQCIMH,4,BRD-K33226370; BRD-K42543764; BRD-K62771975; BRD-K82158149
PJAYKLYFYLNPHZ,4,BRD-K31210612; BRD-K35095050; BRD-K64618192; BRD-K91548063
VOXZDWNPVJITMN,4,BRD-A18917088; BRD-A60070924; BRD-K18910433; BRD-K60633875
CSSMSPNQBLKMRG,4,BRD-K22599598; BRD-K38373714; BRD-K55030454; BRD-K59937136
ZFXNPHKQAQZOJC,4,BRD-K10938308; BRD-K19385772; BRD-K31678340; BRD-K38544238
KNGQQLYZZKCBQO,4,BRD-K24020784; BRD-K29756429; BRD-K50677542; BRD-K56776985
GRKBDKSSJUREEH,4,BRD-K11236606; BRD-K17258761; BRD-K21967348; BRD-K44363560
QAVYVNAGSVFDOJ,4,BRD-K07005393; BRD-K31856043; BRD-K40949493; BRD-K83816656
CBGUOGMQLZIXBE,4,BRD-A26095496; BRD-A63894585; BRD-K10799896; BRD-K84443303
DCPQWCYFROYRQR,4,BRD-K24896023; BRD-K46092809; BRD-K47037681; BRD-K76779710
DDEWGOFSYXTMLX,4,BRD-K10702894; BRD-K11577993; BRD-K30910503; BRD-K41419164
VBHFXKMGVUKTSE,4,BRD-K05620072; BRD-K05778965; BRD-K19232452; BRD-K50748030
VCBFKXUOUMVBRD,4,BRD-K37149438; BRD-K43286821; BRD-K44562105; BRD-K50916779
CBQGYUDMJHNJBX,4,BRD-A43974499; BRD-K32480324; BRD-K32814891; BRD-M39350793
MEBNTFIGGVDNJI,4,BRD-K11296387; BRD-K32231531; BRD-K45713168; BRD-K80342168
MENQJJQMXIRPEC,4,BRD-K00183357; BRD-K18260949; BRD-K78160105; BRD-K99032206
MGMULPPYCMIXAA,4,BRD-K47543154; BRD-K72713245; BRD-K78757578; BRD-K80597067
MGHMIPQLSFYHQM,4,BRD-K03157318; BRD-K25822929; BRD-K48433912; BRD-K85312201
OSGUSCSJMGIYLG,4,BRD-K02446652; BRD-K19516543; BRD-K46267071; BRD-K86354270
WMAXTMTUHGJOAC,4,BRD-K03312699; BRD-K06208179; BRD-K20415826; BRD-K22875065
RZJWPJAQJJGICA,4,BRD-K19436903; BRD-K42609935; BRD-K64609558; BRD-K78574388
OVBQAIOLOOTXQW,4,BRD-K11566982; BRD-K55399138; BRD-K64593260; BRD-K89660028
ORNBQBCIOKFOEO,4,BRD-A35054627; BRD-K35862502; BRD-K43880410; BRD-K52183142
GHJDVSDORYSUSR,4,BRD-K20827972; BRD-K23406211; BRD-K46120075; BRD-K86530412
QJDNWBNBGNMAFV,4,BRD-K22905567; BRD-K24789695; BRD-K75034919; BRD-K81146041
QKACYWAOJYTRPY,4,BRD-K22642889; BRD-K69510809; BRD-K95607309; BRD-K96834740
OSQWNWVEMCGIBH,4,BRD-K13012097; BRD-K20079620; BRD-K40496631; BRD-K62436804
HKSWFDSECWATDS,4,BRD-K33452357; BRD-K60595964; BRD-K63446165; BRD-K96063588
HKQKKWWMRZRAPL,4,BRD-K05896800; BRD-K23629581; BRD-K40332746; BRD-K55160246
MLJFMAHJLRFJJA,4,BRD-K30267135; BRD-K71038516; BRD-K93181983; BRD-K99638197
QLGFDRXFQQZFKX,4,BRD-K18273607; BRD-K21153751; BRD-K77323800; BRD-K87904079
QLSXNEUKVNJNBQ,4,BRD-K09732051; BRD-K92949288; BRD-K94014790; BRD-K97839095
GITVRLFUNGOERH,4,BRD-K56953341; BRD-K75371115; BRD-K79748109; BRD-K99626290
HLWQBWVHAFMNAR,4,BRD-K19033174; BRD-K34136030; BRD-K34836852; BRD-K35462725
YBPZQQJGQWVWGL,4,BRD-K28452359; BRD-K67601479; BRD-K69200251; BRD-K69510309
BFPYWIDHMRZLRN,4,BRD-A02367930; BRD-A43286952; BRD-K48195008; BRD-K88969189
XZUSOFKMWDBHCV,4,BRD-K19234078; BRD-K22148752; BRD-K52721673; BRD-K70896405
RQZAXGRLVPAYTJ,4,BRD-A35989968; BRD-K12002134; BRD-K19507340; BRD-K60132694
MUMGGOZAMZWBJJ,4,BRD-A53131506; BRD-A55393291; BRD-A79479878; BRD-K25836724
BMFQPRSVJKABNP,4,BRD-K54521353; BRD-K66499109; BRD-K66710853; BRD-K99749622
XQMLHVPKHCFFAW,4,BRD-K18026442; BRD-K52124788; BRD-K74663731; BRD-K81217407
XRCXBUPUCMDVHO,4,BRD-K06745755; BRD-K20211345; BRD-K21473123; BRD-K61152698
XRGBJGDCXQTJDT,4,BRD-K10634221; BRD-K18409585; BRD-K20138377; BRD-K34929471
ROLSNKBZZJBICT,4,BRD-K12977357; BRD-K41721525; BRD-K62767164; BRD-K72947048
DMZOAGGJCGYILZ,4,BRD-K34811324; BRD-K48548528; BRD-K61127355; BRD-K66750772
ISIKKEOWKJPDMG,4,BRD-K11133230; BRD-K13019660; BRD-K86824573; BRD-K96021399
OPIQAKQROYPQNZ,4,BRD-K25942808; BRD-K26570871; BRD-K31666797; BRD-K37830990
WPXBDGFNEBLHLG,4,BRD-K53111504; BRD-K69075782; BRD-K85804197; BRD-K95142134
RQZQZBODUVFKHC,4,BRD-K03958924; BRD-K39187484; BRD-K63711119; BRD-K89830699
RRFOQXNARJTCOZ,4,BRD-K02032571; BRD-K19105325; BRD-K46999092; BRD-K62290501
FNXSKSRVFULQKU,4,BRD-K06373645; BRD-K16663346; BRD-K51919154; BRD-K69100231
FNVQGPHQAOFVNP,4,BRD-K69306987; BRD-K72114074; BRD-K80204885; BRD-K97864534
DNFBTYFNFJSDKD,4,BRD-K08715918; BRD-K16163479; BRD-K23589316; BRD-K55642725
CAEYGZMFCDCAEW,4,BRD-K10013730; BRD-K48551077; BRD-K53674027; BRD-K97824883
CDHSATIWZFUFBS,4,BRD-K01780082; BRD-K25199340; BRD-K54930318; BRD-K83981181
OOYLJRYZMKTJGR,4,BRD-K10785504; BRD-K25328765; BRD-K80066561; BRD-K85232515
OPKRCVVELWLOIA,4,BRD-K04133968; BRD-K30628839; BRD-K54046891; BRD-K98367121
WOAUBZGAPTUEMV,4,BRD-K05978741; BRD-K16838397; BRD-K37478894; BRD-K53740124
OPQMCYKWZYLZJV,4,BRD-K08464293; BRD-K33272704; BRD-K81592842; BRD-K86298765
ISZUZFSFVMPJQK,4,BRD-K11010670; BRD-K53224741; BRD-K81999794; BRD-K98061543
YNRAMKWVNRHNLY,4,BRD-K22983069; BRD-K48031880; BRD-K82469231; BRD-K99994453
LTGDTYHJVMKPBL,4,BRD-K03111155; BRD-K28826127; BRD-K32702774; BRD-K33510044
DPPRDHUULHYEIR,4,BRD-K15638296; BRD-K68541237; BRD-K74757268; BRD-K75856618
SADWOVYOXJOVIV,4,BRD-K05841284; BRD-K32727528; BRD-K49704392; BRD-K71415389
YKMJVYSWBOXOTH,4,BRD-K01278504; BRD-K10182289; BRD-K45400577; BRD-K99131664
LOVSINJIWNBKBE,4,BRD-K05323441; BRD-K42634310; BRD-K63853782; BRD-K89226093
LOVFADHEILTMJX,4,BRD-K08805764; BRD-K23429973; BRD-K81605832; BRD-K82364958
LPMXVESGRSUGHW,4,BRD-A46747628; BRD-A68930007; BRD-K33277808; BRD-K35708212
RXBYOUMPLNOHOY,4,BRD-K36451640; BRD-K42478751; BRD-K44079161; BRD-K53228569
RYACMGXBLHGDBX,4,BRD-K30695296; BRD-K50194167; BRD-K55569103; BRD-K60391168
RURCVUPVTVMLLB,4,BRD-K06898795; BRD-K30507268; BRD-K59085546; BRD-K71479066
RVAJSSWYGUKEHO,4,BRD-K15627143; BRD-K21448715; BRD-K78217164; BRD-K92827116
GIZIALDZCCRAES,4,BRD-K22935984; BRD-K45358881; BRD-K78207246; BRD-K97166443
MFEFQCSBYWGWRQ,4,BRD-K02133388; BRD-K53443165; BRD-K79379353; BRD-K92242945
MBJPQUOUDOTXDS,4,BRD-K14567384; BRD-K37935437; BRD-K74327009; BRD-K75976016
SBFFLWUBRLNFSF,4,BRD-K15202679; BRD-K25997353; BRD-K33448511; BRD-K41185648
LKPBUWUQVMPFSV,4,BRD-K04771555; BRD-K39664334; BRD-K62841603; BRD-K71778797
JFPVXVDWJQMJEE,4,BRD-A76746748; BRD-K02733959; BRD-K37187815; BRD-K63641886
JGNQIWALOVNPJK,4,BRD-K05205967; BRD-K27775808; BRD-K28583191; BRD-K45937240
DUBDZBJJIAHCBK,4,BRD-K17750548; BRD-K47574438; BRD-K52207968; BRD-K62995317
AUUWENATWORZMB,4,BRD-K26045715; BRD-K74206117; BRD-K83315952; BRD-K86997406
CJSRFBOGAUFXII,4,BRD-K08982647; BRD-K12148366; BRD-K62717630; BRD-K85567359
WDXRGPWQVHZTQJ,4,BRD-A59808129; BRD-A86109770; BRD-K26674531; BRD-K57139258
WEZMNWQXUMSVMO,4,BRD-K49472569; BRD-K55218521; BRD-K86453556; BRD-K94801143
TXGYYWCQXDVHML,4,BRD-K28184645; BRD-K34960081; BRD-K63375110; BRD-K91617567
MFABSAUNVKQXNQ,4,BRD-K14865132; BRD-K50325214; BRD-K66848791; BRD-K83393282
QJJXYPPXXYFBGM,4,BRD-A96754982; BRD-K44094599; BRD-K65261396; BRD-K69608737
LVICBAVDXUVLQS,4,BRD-K30098855; BRD-K32407455; BRD-K61102260; BRD-K87313043
FLQYRXYGAVUNDA,4,BRD-K00124439; BRD-K05273600; BRD-K19194092; BRD-K68325500
AYQCZQKMGKDZPS,4,BRD-A48052484; BRD-K05549170; BRD-K57592392; BRD-K66634822
LUSCQGWIOGZNHP,4,BRD-K00010082; BRD-K10749593; BRD-K59701963; BRD-K73080020
LURAPRBVZDLHCY,4,BRD-K13649454; BRD-K30114694; BRD-K63435201; BRD-K81636483
FMUUBOBUXMLTIS,4,BRD-K03785392; BRD-K05931533; BRD-K64305210; BRD-K89348354
GMRQFYUYWCNGIN,4,BRD-A66229260; BRD-A84327315; BRD-K27316855; BRD-K28731095
QGXBDMJGAMFCBF,4,BRD-A28019035; BRD-K12329651; BRD-K39168746; BRD-K80115247
PBPFKUQGSPUXQC,4,BRD-K06663546; BRD-K13944250; BRD-K52651393; BRD-K96741939
OWZWTDQWRCAHMI,4,BRD-K36588736; BRD-K55767217; BRD-K65617968; BRD-K67943760
OXLKGXSDHBDOHC,4,BRD-K00643888; BRD-K08198655; BRD-K79732306; BRD-K95913445
JBDQNBWFIJYPAM,4,BRD-K01576758; BRD-K35306330; BRD-K67733357; BRD-K89499048
QHMZMKOJUGPHNS,4,BRD-K15143651; BRD-K58253880; BRD-K74198494; BRD-K92636280
GKEXEEJLCYEBRL,4,BRD-K01615361; BRD-K02717912; BRD-K11221750; BRD-K78959251
WGYNXZDTDZWEBG,4,BRD-K09864793; BRD-K39902590; BRD-K69724418; BRD-K86438619
OYGLGTZFOSPOAJ,4,BRD-K47887272; BRD-K57969360; BRD-K82571240; BRD-K99962919
UCKSTMSAUWGXTL,4,BRD-K70595737; BRD-K75887136; BRD-K80439608; BRD-K80848452
YDHFMTCRVQBOGL,4,BRD-K46932228; BRD-K64122011; BRD-K81284476; BRD-K98374785
MGAORVRFBDAGHY,4,BRD-K61599229; BRD-K62358627; BRD-K65290386; BRD-K96170115
QIBNXIMKUIWRFU,4,BRD-K44598486; BRD-K51395794; BRD-K64741770; BRD-K88504936
LRUQUVHRPDASPT,4,BRD-K43854848; BRD-K47658117; BRD-K59120074; BRD-K89364982
LTMHDMANZUZIPE,4,BRD-A75144621; BRD-A94756469; BRD-K23478508; BRD-K40476324
VJJPUSNTGOMMGY,4,BRD-A33280134; BRD-A79067928; BRD-K37798499; BRD-K46503544
CWLJLYLZQZUHCH,4,BRD-K00765103; BRD-K11577165; BRD-K70358157; BRD-K97277752
FIHJKUPKCHIPAT,4,BRD-A47829399; BRD-K17944737; BRD-K54634444; BRD-K79759031
OXTPNGYEOOIGNP,4,BRD-K00300115; BRD-K35219796; BRD-K83684822; BRD-K96250732
PWLXUYPVTOGJHT,3,BRD-K29033329; BRD-K35193330; BRD-K98327170
JYPGTBVWUBFVKL,3,BRD-K13587575; BRD-K21209030; BRD-K23603287
AELCINSCMGFISI,3,BRD-A43974575; BRD-K47029922; BRD-K88809146
ZTVIKZXZYLEVOL,3,BRD-A09539288; BRD-A39671870; BRD-A74975734
ZSJKMADIWCANIW,3,BRD-K66626628; BRD-K79998171; BRD-K84145110
ZSJLQEPLLKMAKR,3,BRD-A12832192; BRD-A25576662; BRD-K34411947
JYGXADMDTFJGBT,3,BRD-A73635141; BRD-A75172220; BRD-K93568044
KJPRLQVAZHXAED,3,BRD-K16673836; BRD-K55330917; BRD-K91351577
FAUCFBZLQVVXHI,3,BRD-K24230322; BRD-K67015214; BRD-K73005792
SVQJPVUULHSFBY,3,BRD-K50716931; BRD-K74894470; BRD-K83859302
ZLAMFFFFACPEQP,3,BRD-K00645031; BRD-K67575276; BRD-K73952419
KHWAIWRVNCDSPP,3,BRD-K41520872; BRD-K45025380; BRD-K72814870
PUQVAXDZGUENDK,3,BRD-A08662020; BRD-K61053657; BRD-K79382620
PUGQOLSXQKZMDA,3,BRD-K33597548; BRD-K37226311; BRD-K72694905
GXBDVNURWIBSDR,3,BRD-K15259924; BRD-K98170574; BRD-K98384558
ACIYKIIEBBJAJP,3,BRD-K48717457; BRD-K56638701; BRD-K64597663
ZYJJQNOXPHIYRR,3,BRD-K15028327; BRD-K19455915; BRD-K36512157
ZYUYZWWPPXICDD,3,BRD-K41430692; BRD-K51556457; BRD-K69611470
PZASEUVCJBPSCE,3,BRD-K01717817; BRD-K02251932; BRD-K05975035
CXNSNJNJSOSVDN,3,BRD-K55836749; BRD-K65245206; BRD-K79080366
CSGQIFMBSMLAAS,3,BRD-K07888312; BRD-K32290015; BRD-K35654724
POPFMWWJOGLOIF,3,BRD-A49765801; BRD-K00824317; BRD-K58746048
CNGAJTGATCBZHJ,3,BRD-K54302962; BRD-K77760488; BRD-K78518750
CMTIPOGQFXEGCZ,3,BRD-K04540960; BRD-K08656311; BRD-K14482023
SWNPATJGLZBUQO,3,BRD-K10655148; BRD-K68915174; BRD-K71947697
SLSVJKSFTBBFSH,3,BRD-K12097074; BRD-K24090480; BRD-K63277230
JNSFRWOELQVFNZ,3,BRD-K63947990; BRD-K80012633; BRD-K84807441
JNAHVYVRKWKWKQ,3,BRD-A50364343; BRD-K12737986; BRD-K87142802
LDFNDVLWJVMLLU,3,BRD-K16912444; BRD-K38468651; BRD-K80197532
ZBWANAPTTFSGLR,3,BRD-K26667087; BRD-K46242161; BRD-K61890750
GZENKSODFLBBHQ,3,BRD-A20126139; BRD-K13688115; BRD-K56515112
PKCYYPHSCUSQDK,3,BRD-K37392901; BRD-K74402642; BRD-K81197548
CLNVEMGQHOOMFT,3,BRD-K25979847; BRD-K28436871; BRD-K90205161
VZSMXRDPAZDIAR,3,BRD-K35836352; BRD-K68350686; BRD-K93104606
SGXXNSQHWDMGGP,3,BRD-K46652470; BRD-K73589491; BRD-K92193792
SVJMLYUFVDMUHP,3,BRD-A62336480; BRD-K44309363; BRD-K59333713
SZNRLOSZMNIQEX,3,BRD-K04445149; BRD-K55706946; BRD-K94397824
LAJDOZVBLFDPKV,3,BRD-K23817660; BRD-K35964632; BRD-K49664555
ZCHHZBZNAHNPFR,3,BRD-K23933733; BRD-K34629721; BRD-K98283674
LAXPPDRCOQDHEG,3,BRD-K29785890; BRD-K46643133; BRD-K56367200
KZRZKNFRJHUJFY,3,BRD-K74709515; BRD-K86715767; BRD-K93413915
KYCDDKXJGAYPPP,3,BRD-K07409609; BRD-K16228393; BRD-K19946529
YXGWNASAQRCDCX,3,BRD-K34086616; BRD-K54673054; BRD-K82425094
YVKDUIAAPBKHMJ,3,BRD-A84423900; BRD-K31168993; BRD-K55332332
